time,temperature,humidity
2026-05-25 14:00:06,39.10,52.10
2026-05-25 14:00:08,39.10,53.70
2026-05-25 14:00:10,39.00,55.00
2026-05-25 14:00:12,38.90,56.10
2026-05-25 14:00:14,38.80,56.80
2026-05-25 14:00:16,38.80,57.60
2026-05-25 14:00:18,38.70,58.80
2026-05-25 14:00:20,38.60,59.50
2026-05-25 14:00:23,38.60,60.30
2026-05-25 14:00:25,38.50,46.20
2026-05-25 14:00:27,38.40,38.90
2026-05-25 14:00:29,38.40,36.20
2026-05-25 14:00:31,38.30,39.50
2026-05-25 14:00:33,38.30,34.90
2026-05-25 14:00:35,38.20,32.10
2026-05-25 14:00:37,38.20,30.70
2026-05-25 14:00:39,38.10,30.40
2026-05-25 14:00:41,38.10,30.10
2026-05-25 14:00:43,38.10,29.70
2026-05-25 14:00:45,38.10,29.70
2026-05-25 14:00:47,38.20,29.40
2026-05-25 14:00:49,38.20,29.50
2026-05-25 14:00:51,38.20,29.40
2026-05-25 14:00:53,38.20,29.20
2026-05-25 14:00:55,38.30,29.10
2026-05-25 14:00:57,38.30,29.30
2026-05-25 14:00:59,38.30,29.00
2026-05-25 14:01:01,38.40,29.00
2026-05-25 14:01:03,38.40,29.00
2026-05-25 14:01:05,38.40,28.90
2026-05-25 14:01:07,38.40,28.90
2026-05-25 14:01:09,38.50,28.80
2026-05-25 14:01:11,38.50,28.90
2026-05-25 14:01:13,38.50,28.70
2026-05-25 14:01:15,38.60,28.60
2026-05-25 14:01:17,38.60,28.90
2026-05-25 14:01:19,38.60,28.70
2026-05-25 14:01:21,38.70,28.60
2026-05-25 14:01:23,38.70,28.60
2026-05-25 14:01:25,38.70,28.60
2026-05-25 14:01:27,38.80,28.60
2026-05-25 14:01:29,38.80,28.40
2026-05-25 14:01:31,38.80,28.40
2026-05-25 14:01:33,38.80,28.40
2026-05-25 14:01:35,38.80,28.30
2026-05-25 14:01:37,38.90,28.30
2026-05-25 14:01:39,38.90,28.20
2026-05-25 14:01:41,38.90,28.30
2026-05-25 14:01:43,38.90,28.20
2026-05-25 14:01:45,38.90,28.20
2026-05-25 14:01:47,39.00,28.20
2026-05-25 14:01:49,39.00,28.20
2026-05-25 14:01:51,39.00,28.10
2026-05-25 14:01:53,39.00,28.20
2026-05-25 14:01:55,39.00,28.10
2026-05-25 14:01:57,39.10,28.20
2026-05-25 14:01:59,39.10,28.10
2026-05-25 14:02:01,39.10,28.10
2026-05-25 14:02:03,39.10,28.00
2026-05-25 14:02:05,39.20,28.00
2026-05-25 14:02:07,39.20,28.00
2026-05-25 14:02:09,39.20,27.90
2026-05-25 14:02:11,39.20,27.80
2026-05-25 14:02:13,39.20,27.80
2026-05-25 14:02:15,39.20,27.80
2026-05-25 14:02:17,39.30,27.90
2026-05-25 14:02:19,39.30,27.70
2026-05-25 14:02:21,39.30,27.80
2026-05-25 14:02:23,39.30,27.80
2026-05-25 14:02:25,39.30,27.80
2026-05-25 14:02:27,39.30,27.80
2026-05-25 14:02:29,39.30,27.70
2026-05-25 14:02:31,39.40,27.60
2026-05-25 14:02:33,39.40,27.70
2026-05-25 14:02:35,39.40,27.70
2026-05-25 14:02:37,39.40,27.60
2026-05-25 14:02:39,39.40,27.70
2026-05-25 14:02:41,39.40,27.70
2026-05-25 14:02:43,39.40,27.50
2026-05-25 14:02:45,39.40,27.60
2026-05-25 14:02:47,39.50,27.50
2026-05-25 14:02:49,39.50,27.50
2026-05-25 14:02:51,39.50,27.40
2026-05-25 14:02:53,39.50,27.50
2026-05-25 14:02:55,39.40,27.60
2026-05-25 14:02:57,39.50,27.50
2026-05-25 14:02:59,39.50,27.50
2026-05-25 14:03:01,39.50,27.40
2026-05-25 14:03:03,39.50,27.40
2026-05-25 14:03:05,39.50,27.40
2026-05-25 14:03:07,39.60,27.50
2026-05-25 14:03:09,39.50,27.40
2026-05-25 14:03:11,39.50,27.30
2026-05-25 14:03:13,39.60,27.40
2026-05-25 14:03:15,39.60,27.40
2026-05-25 14:03:17,39.60,27.50
2026-05-25 14:03:19,39.50,27.30
2026-05-25 14:03:21,39.60,27.30
2026-05-25 14:03:23,39.60,27.40
2026-05-25 14:03:25,39.60,27.30
2026-05-25 14:03:27,39.60,27.30
2026-05-25 14:03:29,39.60,27.30
2026-05-25 14:03:31,39.60,27.20
2026-05-25 14:03:33,39.60,27.40
2026-05-25 14:03:35,39.60,27.40
2026-05-25 14:03:37,39.60,27.40
2026-05-25 14:03:39,39.60,27.30
2026-05-25 14:03:41,39.60,27.30
2026-05-25 14:03:43,39.60,27.30
2026-05-25 14:03:45,39.70,27.30
2026-05-25 14:03:47,39.60,27.40
2026-05-25 14:03:49,39.60,27.30
2026-05-25 14:03:51,39.60,27.30
2026-05-25 14:03:53,39.60,27.30
2026-05-25 14:03:55,39.70,27.20
2026-05-25 14:03:57,39.70,27.30
2026-05-25 14:03:59,39.70,27.30
2026-05-25 14:04:01,39.70,27.20
2026-05-25 14:04:03,39.70,27.20
2026-05-25 14:04:05,39.70,27.20
2026-05-25 14:04:07,39.70,27.20
2026-05-25 14:04:09,39.70,27.20
2026-05-25 14:04:11,39.70,27.10
2026-05-25 14:04:13,39.70,27.20
2026-05-25 14:04:15,39.70,27.30
2026-05-25 14:04:17,39.70,27.20
2026-05-25 14:04:19,39.70,27.20
2026-05-25 14:04:21,39.70,27.20
2026-05-25 14:04:23,39.70,27.40
2026-05-25 14:04:25,39.70,27.30
2026-05-25 14:04:27,39.70,27.20
2026-05-25 14:04:29,39.70,27.30
2026-05-25 14:04:31,39.70,27.20
2026-05-25 14:04:33,39.70,27.30
2026-05-25 14:04:35,39.70,27.20
2026-05-25 14:04:37,39.70,27.20
2026-05-25 14:04:39,39.70,27.20
2026-05-25 14:04:41,39.70,27.20
2026-05-25 14:04:43,39.70,27.10
2026-05-25 14:04:45,39.70,27.20
2026-05-25 14:04:47,39.70,27.10
2026-05-25 14:04:49,39.70,27.10
2026-05-25 14:04:51,39.70,27.20
2026-05-25 14:04:53,39.80,27.10
2026-05-25 14:04:55,39.70,27.10
2026-05-25 14:04:57,39.70,27.10
2026-05-25 14:04:59,39.70,27.10
2026-05-25 14:05:01,39.70,27.10
2026-05-25 14:05:03,39.70,27.10
2026-05-25 14:05:05,39.70,27.20
2026-05-25 14:05:07,39.70,27.20
2026-05-25 14:05:09,39.80,27.40
2026-05-25 14:05:11,39.80,27.30
2026-05-25 14:05:13,39.80,27.40
2026-05-25 14:05:15,39.80,27.30
2026-05-25 14:05:17,39.80,27.20
2026-05-25 14:05:19,39.80,27.20
2026-05-25 14:05:21,39.80,27.10
2026-05-25 14:05:23,39.80,27.10
2026-05-25 14:05:25,39.70,27.10
2026-05-25 14:05:27,39.80,27.20
2026-05-25 14:05:29,39.80,27.20
2026-05-25 14:05:31,39.70,27.20
2026-05-25 14:05:33,39.70,27.10
2026-05-25 14:05:35,39.70,27.10
2026-05-25 14:05:37,39.70,27.10
2026-05-25 14:05:39,39.70,27.10
2026-05-25 14:05:41,39.70,27.10
2026-05-25 14:05:43,39.70,27.10
2026-05-25 14:05:45,39.70,27.20
2026-05-25 14:05:47,39.70,27.30
2026-05-25 14:05:49,39.70,27.20
2026-05-25 14:05:51,39.70,27.30
2026-05-25 14:05:54,39.70,27.20
2026-05-25 14:05:56,39.70,27.20
2026-05-25 14:05:58,39.70,27.20
2026-05-25 14:06:00,39.70,27.20
2026-05-25 14:06:02,39.70,27.30
2026-05-25 14:06:04,39.70,27.20
2026-05-25 14:06:06,39.70,27.30
2026-05-25 14:06:08,39.70,27.10
2026-05-25 14:06:10,39.70,27.20
2026-05-25 14:06:12,39.70,27.20
2026-05-25 14:06:14,39.70,27.20
2026-05-25 14:06:16,39.70,27.10
2026-05-25 14:06:18,39.70,27.10
2026-05-25 14:06:20,39.70,27.10
2026-05-25 14:06:22,39.70,27.20
2026-05-25 14:06:24,39.70,27.20
2026-05-25 14:06:26,39.70,27.20
2026-05-25 14:06:28,39.70,27.20
2026-05-25 14:06:30,39.70,27.20
2026-05-25 14:06:32,39.70,27.20
2026-05-25 14:06:34,39.70,27.20
2026-05-25 14:06:36,39.70,27.20
2026-05-25 14:06:38,39.70,27.20
2026-05-25 14:06:40,39.70,27.30
2026-05-25 14:06:42,39.70,27.10
2026-05-25 14:06:44,39.70,27.20
2026-05-25 14:06:46,39.70,27.20
2026-05-25 14:06:48,39.70,27.20
2026-05-25 14:06:50,39.70,27.20
2026-05-25 14:06:52,39.70,27.20
2026-05-25 14:06:54,39.70,27.10
2026-05-25 14:06:56,39.70,27.10
2026-05-25 14:06:58,39.70,27.20
2026-05-25 14:07:00,39.70,27.20
2026-05-25 14:07:02,39.70,27.20
2026-05-25 14:07:04,39.70,27.20
2026-05-25 14:07:06,39.70,27.20
2026-05-25 14:07:08,39.80,27.20
2026-05-25 14:07:10,39.70,27.00
2026-05-25 14:07:12,39.70,27.10
2026-05-25 14:07:14,39.70,27.10
2026-05-25 14:07:16,39.70,27.00
2026-05-25 14:07:18,39.70,27.10
2026-05-25 14:07:20,39.80,27.10
2026-05-25 14:07:22,39.70,27.10
2026-05-25 14:07:24,39.70,27.00
2026-05-25 14:07:26,39.70,27.10
2026-05-25 14:07:28,39.80,27.00
2026-05-25 14:07:30,39.70,27.10
2026-05-25 14:07:32,39.80,27.00
2026-05-25 14:07:34,39.70,27.00
2026-05-25 14:07:36,39.80,27.00
2026-05-25 14:07:38,39.80,27.10
2026-05-25 14:07:40,39.70,27.10
2026-05-25 14:07:42,39.80,27.00
2026-05-25 14:07:44,39.80,27.00
2026-05-25 14:07:46,39.80,27.10
2026-05-25 14:07:48,39.80,27.00
2026-05-25 14:07:50,39.80,27.00
2026-05-25 14:07:52,39.70,27.00
2026-05-25 14:07:54,39.70,27.10
2026-05-25 14:07:56,39.70,27.10
2026-05-25 14:07:58,39.70,27.00
2026-05-25 14:08:00,39.80,27.00
2026-05-25 14:08:02,39.70,27.00
2026-05-25 14:08:04,39.80,27.00
2026-05-25 14:08:06,39.80,27.00
2026-05-25 14:08:08,39.80,27.00
2026-05-25 14:08:10,39.80,27.00
2026-05-25 14:08:12,39.70,27.00
2026-05-25 14:08:14,39.70,26.90
2026-05-25 14:08:16,39.80,26.90
2026-05-25 14:08:18,39.80,27.00
2026-05-25 14:08:20,39.80,27.00
2026-05-25 14:08:22,39.80,27.10
2026-05-25 14:08:24,39.80,27.00
2026-05-25 14:08:26,39.70,27.00
2026-05-25 14:08:28,39.70,26.90
2026-05-25 14:08:30,39.70,27.00
2026-05-25 14:08:32,39.80,26.90
2026-05-25 14:08:34,39.80,27.00
2026-05-25 14:08:36,39.80,27.00
2026-05-25 14:08:38,39.80,27.20
2026-05-25 14:08:40,39.80,27.20
2026-05-25 14:08:42,39.70,27.30
2026-05-25 14:08:44,39.70,27.10
2026-05-25 14:08:46,39.80,27.10
2026-05-25 14:08:48,39.70,27.00
2026-05-25 14:08:50,39.70,27.00
2026-05-25 14:08:52,39.70,27.00
2026-05-25 14:08:54,39.70,27.00
2026-05-25 14:08:56,39.70,27.00
2026-05-25 14:08:58,39.70,27.00
2026-05-25 14:09:00,39.70,27.00
2026-05-25 14:09:02,39.70,27.10
2026-05-25 14:09:04,39.70,27.10
2026-05-25 14:09:06,39.70,27.40
2026-05-25 14:09:08,39.70,27.30
2026-05-25 14:09:10,39.70,27.20
2026-05-25 14:09:12,39.70,27.10
2026-05-25 14:09:14,39.70,27.40
2026-05-25 14:09:16,39.70,27.20
2026-05-25 14:09:18,39.70,27.10
2026-05-25 14:09:20,39.70,27.20
2026-05-25 14:09:22,39.70,27.10
2026-05-25 14:09:24,39.70,27.10
2026-05-25 14:09:26,39.70,27.10
2026-05-25 14:09:28,39.70,27.00
2026-05-25 14:09:30,39.80,27.10
2026-05-25 14:09:32,39.70,27.10
2026-05-25 14:09:34,39.70,27.00
2026-05-25 14:09:36,39.80,27.00
2026-05-25 14:09:38,39.70,27.00
2026-05-25 14:09:40,39.70,27.10
2026-05-25 14:09:42,39.70,27.10
2026-05-25 14:09:44,39.70,27.10
2026-05-25 14:09:46,39.70,27.10
2026-05-25 14:09:48,39.70,27.00
2026-05-25 14:09:50,39.70,26.90
2026-05-25 14:09:52,39.70,27.00
2026-05-25 14:09:54,39.70,27.00
2026-05-25 14:09:56,39.70,27.10
2026-05-25 14:09:58,39.70,27.00
2026-05-25 14:10:00,39.70,27.00
2026-05-25 14:10:02,39.70,27.00
2026-05-25 14:10:04,39.70,27.00
2026-05-25 14:10:06,39.70,27.10
2026-05-25 14:10:08,39.70,27.10
2026-05-25 14:10:10,39.70,27.30
2026-05-25 14:10:12,39.70,27.90
2026-05-25 14:10:14,39.80,27.40
2026-05-25 14:10:16,39.70,27.10
2026-05-25 14:10:18,39.80,27.10
2026-05-25 14:10:20,39.80,27.10
2026-05-25 14:10:22,39.80,27.00
2026-05-25 14:10:24,39.90,27.00
2026-05-25 14:10:26,39.90,26.80
2026-05-25 14:10:28,39.90,27.00
2026-05-25 14:10:30,40.00,26.90
2026-05-25 14:10:32,40.00,26.80
2026-05-25 14:10:34,40.00,26.80
2026-05-25 14:10:36,40.10,26.80
2026-05-25 14:10:38,40.10,26.70
2026-05-25 14:10:40,40.20,26.60
2026-05-25 14:10:42,40.20,26.50
2026-05-25 14:10:44,40.20,26.60
2026-05-25 14:10:46,40.30,26.50
2026-05-25 14:10:48,40.40,26.60
2026-05-25 14:10:50,40.40,26.40
2026-05-25 14:10:52,40.40,26.50
2026-05-25 14:10:54,40.50,26.40
2026-05-25 14:10:56,40.50,26.40
2026-05-25 14:10:58,40.60,26.30
2026-05-25 14:11:00,40.60,26.20
2026-05-25 14:11:02,40.60,26.20
2026-05-25 14:11:04,40.70,26.20
2026-05-25 14:11:06,40.70,26.10
2026-05-25 14:11:08,40.70,26.20
2026-05-25 14:11:10,40.80,26.10
2026-05-25 14:11:12,40.80,26.00
2026-05-25 14:11:14,40.80,25.90
2026-05-25 14:11:16,40.80,25.90
2026-05-25 14:11:18,40.90,26.00
2026-05-25 14:11:20,40.90,25.90
2026-05-25 14:11:22,40.90,25.80
2026-05-25 14:11:25,40.90,25.90
2026-05-25 14:11:27,41.00,25.90
2026-05-25 14:11:29,41.00,25.80
2026-05-25 14:11:31,41.00,25.80
2026-05-25 14:11:33,41.00,25.70
2026-05-25 14:11:35,41.00,25.70
2026-05-25 14:11:37,41.10,25.70
2026-05-25 14:11:39,41.10,25.70
2026-05-25 14:11:41,41.10,25.60
2026-05-25 14:11:43,41.20,25.50
2026-05-25 14:11:45,41.20,25.60
2026-05-25 14:11:47,41.20,25.60
2026-05-25 14:11:49,41.20,25.60
2026-05-25 14:11:51,41.20,25.60
2026-05-25 14:11:53,41.20,25.50
2026-05-25 14:11:55,41.20,25.50
2026-05-25 14:11:57,41.30,25.50
2026-05-25 14:11:59,41.30,25.50
2026-05-25 14:12:01,41.30,25.40
2026-05-25 14:12:03,41.30,25.40
2026-05-25 14:12:05,41.30,25.50
2026-05-25 14:12:07,41.40,25.50
2026-05-25 14:12:09,41.40,25.40
2026-05-25 14:12:11,41.40,25.50
2026-05-25 14:12:13,41.40,25.50
2026-05-25 14:12:15,41.40,25.50
2026-05-25 14:12:17,41.40,25.40
2026-05-25 14:12:19,41.40,25.30
2026-05-25 14:12:21,41.40,25.40
2026-05-25 14:12:23,41.40,25.30
2026-05-25 14:12:25,41.50,25.30
2026-05-25 14:12:27,41.50,25.30
2026-05-25 14:12:29,41.50,25.30
2026-05-25 14:12:31,41.50,25.30
2026-05-25 14:12:33,41.50,25.30
2026-05-25 14:12:35,41.50,25.30
2026-05-25 14:12:37,41.50,25.30
2026-05-25 14:12:39,41.50,25.30
2026-05-25 14:12:41,41.50,25.30
2026-05-25 14:12:43,41.50,25.40
2026-05-25 14:12:45,41.50,25.50
2026-05-25 14:12:47,41.60,25.60
2026-05-25 14:12:49,41.60,25.50
2026-05-25 14:12:51,41.60,25.40
2026-05-25 14:12:53,41.60,25.30
2026-05-25 14:12:55,41.60,25.30
2026-05-25 14:12:57,41.70,25.20
2026-05-25 14:12:59,41.60,25.20
2026-05-25 14:13:01,41.70,25.20
2026-05-25 14:13:03,41.70,25.20
2026-05-25 14:13:05,41.70,25.20
2026-05-25 14:13:07,41.70,25.20
2026-05-25 14:13:09,41.70,25.30
2026-05-25 14:13:11,41.70,25.20
2026-05-25 14:13:13,41.70,25.10
2026-05-25 14:13:15,41.70,25.00
2026-05-25 14:13:17,41.80,25.10
2026-05-25 14:13:19,41.80,25.10
2026-05-25 14:13:21,41.70,25.10
2026-05-25 14:13:23,41.80,25.10
2026-05-25 14:13:25,41.80,25.10
2026-05-25 14:13:27,41.80,25.10
2026-05-25 14:13:29,41.80,25.00
2026-05-25 14:13:31,41.80,25.00
2026-05-25 14:13:33,41.90,25.10
2026-05-25 14:13:35,41.80,25.10
2026-05-25 14:13:37,41.80,25.20
2026-05-25 14:13:39,41.90,25.10
2026-05-25 14:13:41,41.90,25.00
2026-05-25 14:13:43,41.90,25.10
2026-05-25 14:13:45,41.90,25.00
2026-05-25 14:13:47,41.90,24.90
2026-05-25 14:13:49,41.90,24.90
2026-05-25 14:13:51,41.90,24.90
2026-05-25 14:13:53,41.90,24.90
2026-05-25 14:13:55,41.90,24.90
2026-05-25 14:13:57,41.90,24.90
2026-05-25 14:13:59,41.90,24.90
2026-05-25 14:14:01,41.90,24.90
2026-05-25 14:14:03,41.90,24.90
2026-05-25 14:14:05,42.00,24.90
2026-05-25 14:14:07,41.90,24.90
2026-05-25 14:14:09,42.00,25.10
2026-05-25 14:14:11,42.00,25.20
2026-05-25 14:14:13,42.00,25.10
2026-05-25 14:14:15,42.00,24.90
2026-05-25 14:14:17,42.00,24.90
2026-05-25 14:14:19,42.00,24.90
2026-05-25 14:14:21,42.00,24.80
2026-05-25 14:14:23,41.90,25.00
2026-05-25 14:14:25,42.00,24.90
2026-05-25 14:14:27,42.00,24.90
2026-05-25 14:14:29,42.00,24.90
2026-05-25 14:14:31,41.90,24.90
2026-05-25 14:14:33,41.90,24.90
2026-05-25 14:14:35,41.90,24.90
2026-05-25 14:14:37,42.00,25.00
2026-05-25 14:14:39,42.00,24.90
2026-05-25 14:14:41,42.00,24.80
2026-05-25 14:14:43,42.00,24.90
2026-05-25 14:14:45,42.00,24.90
2026-05-25 14:14:47,42.00,24.90
2026-05-25 14:14:49,42.00,24.80
2026-05-25 14:14:51,42.00,24.80
2026-05-25 14:14:53,42.00,24.70
2026-05-25 14:14:55,42.10,24.80
2026-05-25 14:14:57,42.00,24.80
2026-05-25 14:14:59,42.00,24.80
2026-05-25 14:15:01,42.10,24.80
2026-05-25 14:15:03,42.10,24.80
2026-05-25 14:15:05,42.10,24.80
2026-05-25 14:15:07,42.10,24.80
2026-05-25 14:15:09,42.10,24.70
2026-05-25 14:15:11,42.10,24.80
2026-05-25 14:15:13,42.10,24.70
2026-05-25 14:15:15,42.10,24.70
2026-05-25 14:15:17,42.10,24.80
2026-05-25 14:15:19,42.10,24.70
2026-05-25 14:15:21,42.20,24.60
2026-05-25 14:15:23,42.20,24.60
2026-05-25 14:15:25,42.20,24.70
2026-05-25 14:15:27,42.10,24.70
2026-05-25 14:15:29,42.20,24.80
